PACKAGE_DECLARATIONS,IMPORT_STATEMENTS,CLASS_DECLARATIONS,PUBLIC_TYPE_DECLARATIONS,SUBTYPE_DECLARATIONS,ANNOTATIONS,LITERALS,METHOD_DECLARATIONS,PUBLIC_METHOD_DECLARATIONS,VARIABLE_DECLARATIONS,STRING_VARIABLES,STATEMENTS,IF_STATEMENTS,METHOD_INVOCATIONS,BLOCK_STATEMENTS,IS_WEAK,FIELD_DECLARATIONS,CONSTRUCTOR_DECLARATIONS,EXPRESSION_STATEMENTS,EXCEPTION_METHODS_DECLARATIONS,ATTACKRESULT_VARIABLES,CONNECTION_VARIABLES,TRY_STATEMENTS,STATEMENT_VARIABLES,RESULTSET_VARIABLES,PREPAREDSTATEMENT_VARIABLES,PRIVATE_METHOD_DECLARATIONS,STATIC_METHOD_DECLARATIONS,PROTECTED_METHOD_DECLARATIONS,BASIC_INT_VARIABLES,FOR_STATEMENTS,BASIC_BOOLEAN_VARIABLES,RESULTSETMETADATA_VARIABLES,STRINGBUFFER_VARIABLES,STATIC_IMPORT_STATEMENTS,TYPED_REFERENCES,LIST_VARIABLES,JAVACOMPILER_VARIABLES,DIAGNOSTICCOLLECTOR_VARIABLES,STANDARDJAVAFILEMANAGER_VARIABLES,JAVAFILEOBJECT_VARIABLES,ITERABLE_VARIABLES,BOOLEAN_VARIABLES,STRINGBUILDER_VARIABLES,JAVAOBJECTFROMSTRING_VARIABLES,PATTERN_VARIABLES,MATCHER_VARIABLES,PRIVATE_TYPE_DECLARATIONS,WHILE_STATEMENTS,SERVER_VARIABLES,CALENDAR_VARIABLES,SIMPLEDATEFORMAT_VARIABLES,COLLECTION_VARIABLES,EVICTINGQUEUE_VARIABLES,REVIEW_VARIABLES,MAP_VARIABLES,RANDOM_VARIABLES,USERTRACKER_VARIABLES,OBJECT_VARIABLES,INTERFACES_IMPLEMENTED,URI_VARIABLES,MODELANDVIEW_VARIABLES,EMAIL_VARIABLES,URL_VARIABLES,URLCONNECTION_VARIABLES,BUFFEREDREADER_VARIABLES,ZXCVBN_VARIABLES,STRENGTH_VARIABLES,DECIMALFORMAT_VARIABLES,CASTS,BASIC_LONG_VARIABLES,COMMENT_VARIABLES,FILE_VARIABLES,JAXBCONTEXT_VARIABLES,XMLINPUTFACTORY_VARIABLES,XMLSTREAMREADER_VARIABLES,UNMARSHALLER_VARIABLES,OBJECTMAPPER_VARIABLES,CONTACT_VARIABLES,XSTREAM_VARIABLES,USERPROFILE_VARIABLES,USERSESSIONDATA_VARIABLES,CLASSPATHRESOURCE_VARIABLES,NODELIST_VARIABLES,XPATHFACTORY_VARIABLES,XPATH_VARIABLES,INPUTSOURCE_VARIABLES,JAVA_VARIABLES,NODE_VARIABLES,BASIC_DOUBLE_VARIABLES,DOCUMENT_VARIABLES,SECURERANDOM_VARIABLES,BASIC_BYTE_VARIABLES,OBJECTINPUTSTREAM_VARIABLES,PASSWORDRESETEMAIL_VARIABLES,HTTPHEADERS_VARIABLES,HTTPENTITY_VARIABLES,PASSWORDCHANGEFORM_VARIABLES,ACCOUNTVERIFICATIONHELPER_VARIABLES,JWT_VARIABLES,CLAIMS_VARIABLES,FINAL_VARIABLE_DECLARATIONS,COOKIE_VARIABLES,MAPPINGJACKSONVALUE_VARIABLES,INTERFACE_DECLARATIONS,WEBGOATUSER_VARIABLES,DISPLAYUSER_VARIABLES,MESSAGEDIGEST_VARIABLES,HASHMAP_VARIABLES,CONSTANT_DECLARATIONS,INTEGER_VARIABLES,BASIC_CHAR_VARIABLES,MD5_VARIABLES,INPUTSTREAM_VARIABLES,STRINGWRITER_VARIABLES,JAVAEXTENSIONREGISTRY_VARIABLES,SPRINGRESOURCETEMPLATERESOLVER_VARIABLES,LESSONTEMPLATERESOLVER_VARIABLES,ASCIIDOCTORTEMPLATERESOLVER_VARIABLES,SPRINGTEMPLATEENGINE_VARIABLES,PLUGINMESSAGES_VARIABLES,MESSAGES_VARIABLES,SESSIONLOCALERESOLVER_VARIABLES,EXPRESSIONURLAUTHORIZATIONCONFIGURER_VARIABLES,TOMCATEMBEDDEDSERVLETCONTAINERFACTORY_VARIABLES,STATIC_TYPE_DECLARATIONS,ANNOTATION_DECLARATIONS,ANNOTATION_METHODS,ABSTRACT_TYPE_DECLARATIONS,BEANDEFINITION_VARIABLES,DEFAULTLISTABLEBEANFACTORY_VARIABLES,NEWLESSON_VARIABLES,CLASSPATHSCANNINGCANDIDATECOMPONENTPROVIDER_VARIABLES,SET_VARIABLES,CLASS_VARIABLES,PROPERTIES_VARIABLES,ENUMERATION_VARIABLES,PROPERTIESHOLDER_VARIABLES,USERFORM_VARIABLES,THROW_STATEMENTS,OPTIONAL_VARIABLES,LESSONTRACKER_VARIABLES,ENUM_DECLARATIONS,SECURITYCONTEXT_VARIABLES,HTTPSESSION_VARIABLES,ABSTRACTLESSON_VARIABLES,LESSONMENUITEM_VARIABLES,LOCALE_VARIABLES,HINT_VARIABLES,ARRAYLIST_VARIABLES,REPORTCARD_VARIABLES,LESSONSTATISTICS_VARIABLES,ENVIRONMENT_VARIABLES,HTTPSERVLETREQUEST_VARIABLES,MODELMAP_VARIABLES,TRACE_VARIABLES,USERDETAILS_VARIABLES
1,4,1,1,1,5,3,5,5,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,14,1,1,1,8,6,1,1,3,0,6,1,12,1,1,1,0,2,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,12,1,1,1,14,12,1,1,3,1,12,2,12,4,0,2,0,2,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,11,1,1,1,5,10,2,1,5,1,15,1,36,2,1,0,0,3,0,0,1,2,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,10,1,1,1,6,21,3,1,8,2,29,3,58,5,1,0,0,7,0,0,1,3,2,2,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,12,1,1,1,6,25,2,1,8,1,23,2,53,4,1,0,0,4,1,0,1,3,1,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,10,1,1,1,5,19,3,1,9,2,31,4,51,8,1,0,0,3,0,0,1,3,2,2,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,12,1,1,1,6,38,4,3,13,3,49,4,70,11,1,0,0,17,1,0,1,3,2,1,0,0,2,1,1,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,4,1,1,1,5,3,5,5,1,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,11,1,1,1,5,7,2,1,4,2,10,1,20,2,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,11,1,1,1,5,6,2,1,7,1,14,1,32,2,1,0,0,2,0,0,1,2,2,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,8,1,1,1,7,32,3,2,7,1,40,3,57,9,1,1,0,14,1,0,1,2,0,1,0,0,1,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,11,1,1,1,5,8,2,1,6,1,16,1,35,2,1,0,0,4,0,0,1,2,2,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,5,1,1,0,5,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,24,1,1,1,7,34,2,2,7,3,24,3,52,4,1,5,0,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,19,1,1,1,10,17,4,2,4,3,28,5,33,8,0,2,0,3,0,0,0,1,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,14,1,1,1,5,45,2,2,7,3,25,3,33,5,0,2,0,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
